Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCJ19,915.888359523,OUT017
FDU01,3057.48526964,OUT035
FDT12,3780.4357685,OUT035
NCM18,1037.58738616,OUT018
FDP19,2027.86158116,OUT017
NCR42,665.742829818,OUT049
FDN10,1962.75474986,OUT046
FDG44,912.867273976,OUT017
FDQ10,2856.92558352,OUT046
DRH13,1569.69481744,OUT049
FDT52,3879.35767565,OUT013
FDM56,1647.22507307,OUT045
NCO43,238.412786705,OUT010
NCV29,2878.89148321,OUT035
NCF06,4069.28952773,OUT013
FDO50,1514.61502627,OUT035
FDT59,3814.85560703,OUT013
FDX40,1008.99894789,OUT027
FDE50,3057.48526964,OUT017
FDX51,3062.78418687,OUT017
NCD30,1541.4172921,OUT018
FDK15,1556.84885568,OUT013
FDL12,1012.51549505,OUT045
FDK46,4079.26175211,OUT017
DRH49,172.46051871,OUT010
FDQ57,2482.13430674,OUT046
FDY59,1529.49802508,OUT017
FDO09,3878.82990852,OUT018
NCG30,2024.96203332,OUT035
FDM09,2727.86684046,OUT017
NCN17,2847.9557139,OUT027
NCS42,1535.29400566,OUT013
FDD02,276.757411965,OUT019
FDE34,3058.73633799,OUT013
FDU38,3058.73633799,OUT045
FDB33,2545.52735145,OUT046
NCJ29,1444.40649485,OUT017
FDZ27,732.547958128,OUT035
FDI40,1546.517881,OUT013
FDG22,712.103435541,OUT013
FDT51,1647.22507307,OUT017
FDF20,3063.78180326,OUT018
FDV50,2015.94812621,OUT035
FDT02,665.742829818,OUT049
DRC49,2476.42514091,OUT017
FDF26,2491.37455671,OUT049
FDV52,1968.35932526,OUT035
FDX59,665.742829818,OUT049
FDV25,3766.02802939,OUT035
FDW23,1010.91760778,OUT027
FDE53,1571.9664195,OUT018
FDA19,2027.86158116,OUT017
FDH22,2024.96203332,OUT046
NCO41,1546.517881,OUT013
FDX12,3898.59098437,OUT017
FDF17,3062.78418687,OUT013
FDS11,3760.58164165,OUT045
FDR51,2486.7375554,OUT035
FDT49,240.000858518,OUT010
FDC56,2010.25626466,OUT013
FDR13,2927.14848286,OUT027
FDQ60,2010.25626466,OUT035
FDN38,3980.39955747,OUT049
NCL29,2546.30648305,OUT013
FDO13,4254.25221277,OUT027
FDE26,2460.62768669,OUT018
FDA31,418.658844902,OUT010
FDX14,1107.65042288,OUT035
FDA34,2860.87493646,OUT045
FDF26,2495.69117548,OUT013
FDE38,2669.52195871,OUT045
DRI11,1933.09563489,OUT046
FDQ60,2927.14848286,OUT027
FDL21,1013.41356616,OUT027
DRC12,5722.74012305,OUT027
FDC47,3789.65105038,OUT046
FDE57,2030.79542798,OUT045
FDT14,2010.25626466,OUT045
NCZ53,3058.73633799,OUT046
FDE28,3616.81666292,OUT018
FDR19,2460.62768669,OUT035
NCF54,421.541265228,OUT019
FDZ08,1369.35870162,OUT046
NCJ05,2495.69117548,OUT018
FDF59,2027.86158116,OUT046
NCO05,1551.74826678,OUT035
FDW24,729.309517732,OUT018
NCX42,2605.72341615,OUT018
NCA53,732.547958128,OUT035
FDI45,424.884819745,OUT019
FDG46,1889.0062293,OUT046
FDM20,566.060328507,OUT010
FDW11,130.047297856,OUT010
FDX08,2951.38595195,OUT035
NCK17,670.157448085,OUT035
FDK32,2491.37455671,OUT018
NCA42,2554.7597923,OUT035
DRI01,2847.35669734,OUT035
NCL55,4004.01318181,OUT049
DRE25,1535.51291849,OUT018
FDD14,3057.48526964,OUT017
FDB10,3851.07431018,OUT046
DRN11,2481.21999628,OUT035
FDP38,740.372761909,OUT018
NCA30,3057.48526964,OUT017
FDT15,3058.73633799,OUT017
NCP55,925.128365784,OUT018
FDF12,2483.87106785,OUT035
FDM21,3845.28759707,OUT018
FDX56,3425.6527249,OUT035
FDF10,2483.87106785,OUT017
FDT32,3057.48526964,OUT045
FDM51,1562.16678813,OUT018
NCR50,2495.69117548,OUT018
FDI19,3892.71071498,OUT049
FDX21,1571.9664195,OUT017
FDR31,2483.87106785,OUT035
FDY02,4063.95987778,OUT013
NCA29,2844.64211758,OUT045
NCX17,3810.73417952,OUT046
FDM12,3057.48526964,OUT045
FDI53,4234.18633562,OUT027
NCU30,2575.02533746,OUT049
FDC56,2961.82172169,OUT027
FDK27,2015.94812621,OUT018
NCK18,2669.52195871,OUT017
FDB52,568.370549876,OUT019
DRG25,5159.38276108,OUT027
FDZ13,782.004605956,OUT049
FDB57,571.040970891,OUT019
FDR40,1409.19224012,OUT046
NCO14,128.974790356,OUT019
NCN19,3058.73633799,OUT045
FDQ28,366.982974515,OUT019
FDO13,2572.30845889,OUT018
FDK48,1431.51178613,OUT013
FDU07,2491.37455671,OUT018
FDW20,2019.04012312,OUT046
FDV12,237.730274662,OUT010
FDH24,2554.7597923,OUT013
FDV59,3690.1747154,OUT049
FDK57,2010.25626466,OUT045
FDL16,1059.61754334,OUT027
NCQ17,2499.97004706,OUT046
FDJ15,3056.01945942,OUT018
FDX24,1529.49802508,OUT049
FDT47,1541.4172921,OUT046
FDT10,1008.91637039,OUT049
FDZ37,1466.93575529,OUT018
FDW43,5848.53591723,OUT027
DRN36,1541.4172921,OUT017
FDJ14,1326.42065999,OUT045
FDA32,3687.29101928,OUT013
FDJ38,505.643804797,OUT019
FDQ57,2483.87106785,OUT017
NCQ41,514.927469875,OUT019
FDG56,999.195774549,OUT049
DRC13,3009.3825825,OUT027
FDV55,2476.42514091,OUT035
FDQ49,2544.80546656,OUT045
FDE29,129.32687981,OUT010
FDR03,3411.79521255,OUT013
FDD45,1529.49802508,OUT049
FDN38,570.940155654,OUT010
FDT56,950.068429415,OUT046
FDT48,3123.76362762,OUT045
FDU03,3019.20057291,OUT049
FDC56,267.222948425,OUT010
NCO43,2833.55250074,OUT027
FDQ27,1564.70977859,OUT017
FDR03,3422.9687731,OUT046
DRH23,128.974790356,OUT010
FDG22,666.583974612,OUT045
NCJ42,1569.69481744,OUT013
FDR24,1493.30296298,OUT046
FDW60,2860.87493646,OUT035
FDJ08,3058.73633799,OUT013
DRL59,776.672619022,OUT018
FDG60,570.202736747,OUT010
FDW27,2506.49674243,OUT017
FDX14,1326.08275201,OUT018
FDC20,1022.17974141,OUT013
NCS29,3862.2621944,OUT018
FDJ56,1551.74826678,OUT046
FDB20,165.633216251,OUT019
FDL28,5848.53591723,OUT027
FDW01,2491.37455671,OUT018
FDL03,3061.53311852,OUT046
FDX22,3669.53017623,OUT049
FDJ21,2476.42514091,OUT035
FDR31,2483.87106785,OUT045
FDG21,2491.37455671,OUT035
FDS22,1013.41356616,OUT027
FDK08,1541.4172921,OUT035
FDE17,2491.37455671,OUT018
NCN30,1541.4172921,OUT017
FDT50,1541.4172921,OUT046
NCX42,2569.25149865,OUT049
FDJ12,3597.18453009,OUT035
NCA18,2927.14848286,OUT027
FDP23,565.576510558,OUT019
FDX12,3886.48147396,OUT013
FDN40,2495.69117548,OUT018
FDV48,1303.24886228,OUT035
NCY54,2858.66234463,OUT013
FDL16,128.974790356,OUT010
FDR45,3693.91119652,OUT018
FDJ52,2558.06456654,OUT046
DRG01,1303.24886228,OUT017
FDP52,3823.07454341,OUT013
FDU58,3058.73633799,OUT017
FDL02,1569.69481744,OUT045
FDG28,3895.20117433,OUT013
FDA19,2027.86158116,OUT035
FDW46,1403.2103627,OUT027
NCD43,1569.69481744,OUT049
DRG39,834.966951545,OUT013
NCF55,665.742829818,OUT049
FDJ07,1960.11574202,OUT046
FDE08,2485.00079429,OUT046
FDP56,128.974790356,OUT019
FDT45,865.880996467,OUT045
FDF17,3056.01945942,OUT018
FDX44,1463.13980951,OUT046
FDM28,4876.34295111,OUT027
FDI36,3062.78418687,OUT049
FDS07,1942.46091028,OUT045
FDD36,1952.43588186,OUT045
FDW11,1045.31176004,OUT046
FDN40,2495.69117548,OUT049
NCQ18,1541.4172921,OUT049
NCQ54,2668.27089036,OUT017
NCS42,1514.61502627,OUT045
DRH39,155.571416103,OUT010
FDC09,2850.21343834,OUT027
FDT08,364.909405161,OUT010
FDC08,3781.36450543,OUT035
FDT20,659.67236522,OUT017
FDS35,1060.97449678,OUT035
FDX58,3056.01945942,OUT018
FDW58,1569.69481744,OUT046
DRD27,1541.4172921,OUT046
FDH32,233.089331732,OUT019
FDS26,4080.29927384,OUT035
FDQ31,1452.49607843,OUT046
FDP11,3534.48113394,OUT018
FDD58,1541.4172921,OUT017
FDM33,3696.02555413,OUT045
FDZ16,3057.48526964,OUT049
NCS29,570.597931442,OUT010
NCM18,129.32687981,OUT019
FDP11,3724.41722913,OUT049
NCC42,2047.52849332,OUT017
DRM23,2855.67451518,OUT046
NCN55,5848.53591723,OUT027
FDK46,4067.61350204,OUT013
FDR01,3090.22212695,OUT046
NCA05,2486.7375554,OUT045
NCP43,2877.64041487,OUT017
FDR12,386.780789012,OUT010
FDQ01,4036.73572409,OUT013
FDM13,2027.86158116,OUT046
FDQ19,3896.8588524,OUT017
FDK56,492.01500596,OUT019
NCX06,474.11772976,OUT010
FDO56,2927.14848286,OUT027
FDU45,1811.47135208,OUT045
FDI16,128.974790356,OUT019
FDL32,1922.87087474,OUT046
FDA07,2019.04012312,OUT046
FDA14,2483.87106785,OUT045
FDV46,3009.3825825,OUT027
NCO07,3679.2811119,OUT035
NCP41,1569.69481744,OUT046
FDY60,2050.46781414,OUT018
FDN38,3991.30129697,OUT017
FDO15,1153.1863593,OUT046
FDT60,2015.94812621,OUT013
FDA55,3772.21470929,OUT035
FDE02,226.496784667,OUT010
DRJ39,3757.74058339,OUT049
FDV34,1084.61079257,OUT035
FDS20,5151.43069419,OUT027
FDF02,2850.21343834,OUT027
FDW40,2148.79058441,OUT017
NCB43,3057.48526964,OUT046
FDR58,1495.58253333,OUT017
DRJ59,670.157448085,OUT035
NCD30,1541.4172921,OUT017
FDE14,1541.4172921,OUT017
FDC28,1571.9664195,OUT018
FDU16,1414.27379286,OUT018
NCD19,917.327442919,OUT035
FDU21,665.742829818,OUT046
FDV59,5848.53591723,OUT027
FDU03,3057.48526964,OUT045
FDC33,558.116555028,OUT010
NCR42,665.742829818,OUT035
DRH59,1105.65957658,OUT035
NCM31,2050.46781414,OUT035
FDS50,3768.5099131,OUT035
FDP39,850.231819725,OUT046
FDQ55,1952.43588186,OUT013
FDV36,280.430856025,OUT019
FDI05,2012.05049932,OUT027
FDS45,2888.46136159,OUT027
FDA39,667.661489707,OUT045
FDC37,251.765303063,OUT010
FDJ60,4267.95610119,OUT027
DRQ35,2015.94812621,OUT046
NCJ06,2005.39661785,OUT046
NCY42,2476.42514091,OUT018
DRM37,3058.73633799,OUT049
FDR14,782.004605956,OUT045
FDE51,674.291078536,OUT049
FDT33,2669.52195871,OUT017
FDR08,1811.47135208,OUT013
FDE36,382.590782018,OUT010
FDL22,229.372181729,OUT019
FDR44,2027.86158116,OUT013
FDI56,217.4625305,OUT019
FDE47,274.342385713,OUT010
FDV27,210.342866279,OUT010
FDV10,670.157448085,OUT049
FDC40,1305.23970858,OUT045
NCX41,3676.31102359,OUT013
NCQ38,2853.02771454,OUT027
FDV12,2847.9557139,OUT027
FDE52,1464.52901121,OUT017
FDG20,4539.32550424,OUT027
FDV16,1008.99894789,OUT027
FDI32,1937.74402523,OUT017
FDJ32,1012.00220224,OUT049
FDN39,2767.7615087,OUT018
FDY34,2679.39847399,OUT017
FDC14,670.157448085,OUT035
FDA55,3781.59842261,OUT017
FDZ50,466.537401089,OUT010
DRG13,2573.77426912,OUT049
FDP01,2495.69117548,OUT013
NCG54,2858.66234463,OUT017
FDM13,2027.86158116,OUT045
NCO18,4846.25205787,OUT027
NCW41,2506.49674243,OUT013
FDM52,4055.28840061,OUT027
NCF55,665.742829818,OUT035
FDT09,2027.86158116,OUT046
NCM19,1647.22507307,OUT035
FDW12,2483.87106785,OUT018
FDP15,569.682184891,OUT019
FDK36,732.547958128,OUT045
FDZ25,2858.66234463,OUT035
NCW06,3057.48526964,OUT049
FDW60,2892.43895236,OUT046
DRC49,2483.87106785,OUT013
NCT17,3058.73633799,OUT035
NCN06,2572.30845889,OUT018
FDC45,2846.105629,OUT013
DRJ47,414.565702154,OUT019
NCF06,4080.69661557,OUT045
FDE21,269.004723938,OUT010
DRG27,716.518053809,OUT013
FDW40,2050.46781414,OUT049
NCO53,3057.48526964,OUT046
FDE23,681.997663177,OUT049
FDQ16,1574.32223566,OUT046
FDS26,4080.29927384,OUT045
FDZ13,128.974790356,OUT010
FDS14,2506.49674243,OUT049
FDC10,1973.36009048,OUT045
FDY16,3057.48526964,OUT049
FDJ20,2024.96203332,OUT035
FDV43,670.157448085,OUT035
FDZ32,2853.02771454,OUT027
FDR23,2859.13817535,OUT046
FDN24,865.880996467,OUT035
FDE34,5138.38894535,OUT027
FDU31,3678.85401975,OUT013
FDW33,1571.9664195,OUT018
FDU26,1952.43588186,OUT046
FDE20,4267.95610119,OUT027
NCW05,1569.69481744,OUT035
FDB22,2491.37455671,OUT018
FDO56,1947.17547682,OUT046
FDA19,3009.3825825,OUT027
DRI39,917.327442919,OUT045
FDH52,1012.92609203,OUT018
FDZ50,3058.73633799,OUT035
NCN42,2483.87106785,OUT035
FDB53,2483.87106785,OUT013
DRG11,1579.1923584,OUT017
DRK11,4055.28840061,OUT027
FDQ60,2015.94812621,OUT017
FDT36,659.67236522,OUT017
DRG25,3056.01945942,OUT018
DRJ23,3057.48526964,OUT046
FDG05,2554.7597923,OUT035
NCK06,2015.94812621,OUT018
FDU52,2495.69117548,OUT017
FDW07,1473.28255634,OUT018
NCM17,681.997663177,OUT045
FDA22,2727.86684046,OUT045
NCA41,3054.76839108,OUT018
FDF38,670.157448085,OUT035
FDH52,1064.44249213,OUT046
FDY58,566.474281676,OUT019
FDZ16,3057.48526964,OUT045
NCM18,1012.51549505,OUT017
FDA22,2669.31189051,OUT018
NCJ43,2862.8587118,OUT035
FDI34,5848.53591723,OUT027
FDG56,1054.21958718,OUT046
FDS34,1942.46091028,OUT046
DRC01,740.859458084,OUT035
FDQ04,670.157448085,OUT035
FDK04,920.118518252,OUT035
FDT51,1637.72035197,OUT049
FDV26,3057.48526964,OUT017
FDS04,2047.52849332,OUT049
FDW43,3603.22611172,OUT018
FDQ28,367.016404243,OUT010
NCK06,2015.94812621,OUT017
FDS23,2027.86158116,OUT018
FDZ36,495.267397681,OUT019
FDE56,1046.89990302,OUT018
FDW10,4530.99689448,OUT027
NCN14,3057.48526964,OUT045
NCQ18,1541.4172921,OUT045
FDW08,1569.69481744,OUT017
FDU43,3864.16509292,OUT035
FDR33,251.668454865,OUT010
FDM24,365.742678387,OUT010
NCZ05,1569.69481744,OUT046
NCV41,1770.93234731,OUT035
FDV11,2858.15805789,OUT018
NCY05,665.742829818,OUT035
FDV44,3056.01945942,OUT018
FDW32,1402.58943334,OUT049
NCU18,3171.22305158,OUT027
NCC43,4003.44886928,OUT035
FDW19,1647.22507307,OUT013
FDN31,3058.73633799,OUT035
FDI48,743.426989929,OUT045
FDS24,1493.30296298,OUT017
FDF46,1942.46091028,OUT049
DRG23,2491.37455671,OUT017
FDG14,2491.37455671,OUT018
NCY30,2947.6762376,OUT049
FDO28,2015.94812621,OUT018
DRD24,2050.46781414,OUT035
FDI33,1493.30296298,OUT049
FDN32,3057.48526964,OUT046
FDR16,3690.11723039,OUT045
FDF26,2493.95441437,OUT046
NCN29,727.806284765,OUT018
FDE20,2727.86684046,OUT045
FDA46,3058.73633799,OUT046
FDU28,3057.48526964,OUT045
FDQ48,1541.4172921,OUT045
FDV36,2027.86158116,OUT013
FDR14,867.091184878,OUT018
FDP23,3694.22462388,OUT017
FDP56,795.779756582,OUT013
FDK48,155.571416103,OUT010
FDR48,2489.6377956,OUT046
NCY29,918.804996406,OUT049
FDM22,867.091184878,OUT018
DRJ01,2569.25149865,OUT013
FDZ43,3901.93985484,OUT045
FDV03,2495.69117548,OUT035
FDX11,4974.72681722,OUT027
NCA41,5736.29956074,OUT027
FDE38,2679.39847399,OUT017
FDI27,720.737001651,OUT018
FDN32,3057.48526964,OUT013
NCN43,2015.94812621,OUT017
FDB47,5848.53591723,OUT027
FDV03,2501.70680817,OUT017
NCN30,1541.4172921,OUT045
NCV54,271.861722689,OUT010
FDV07,1599.56409319,OUT013
FDP07,3067.44540713,OUT049
FDK48,1097.75745514,OUT018
FDM15,366.35159154,OUT019
FDY19,2927.14848286,OUT027
FDK46,4077.97255203,OUT046
FDY11,1060.73910685,OUT045
FDH09,787.752334728,OUT046
FDO08,4267.95610119,OUT027
FDU14,4009.41249116,OUT013
FDD22,2920.49022676,OUT027
FDM27,2542.9013267,OUT017
FDL02,2858.87124634,OUT027
NCA17,2483.87106785,OUT035
FDE38,382.596584852,OUT019
NCG07,3058.73633799,OUT049
DRC27,3886.85718849,OUT013
FDA27,4055.71621393,OUT035
FDW40,2050.46781414,OUT045
DRI11,1942.46091028,OUT013
FDN50,1538.39199737,OUT046
FDR12,2859.38422953,OUT046
FDT34,2850.21343834,OUT027
FDW11,1010.52464875,OUT035
NCO30,5151.43069419,OUT027
FDZ34,3058.73633799,OUT017
FDU45,1889.0062293,OUT017
NCD42,665.742829818,OUT035
FDX25,3021.3948624,OUT045
NCR29,947.277354082,OUT046
FDX43,384.27429694,OUT019
FDB04,200.796767907,OUT010
FDR49,1061.05784309,OUT027
FDS39,2050.46781414,OUT018
FDW58,1569.69481744,OUT045
FDG22,128.974790356,OUT019
FDG31,1043.74554813,OUT017
NCV53,5848.53591723,OUT027
DRJ37,2486.7375554,OUT035
FDV07,1637.72035197,OUT035
FDW52,2603.00991546,OUT018
FDT15,3058.73633799,OUT045
FDD02,1970.9745099,OUT018
FDM16,1081.82617286,OUT035
NCE55,2859.13817535,OUT046
FDB57,3560.53172075,OUT018
FDQ04,717.343258855,OUT013
FDQ47,128.974790356,OUT019
FDY14,567.785916691,OUT019
DRK37,3058.73633799,OUT017
FDO25,3676.56492824,OUT017
FDL57,4067.06136157,OUT046
NCK29,2019.04012312,OUT018
FDK46,5848.53591723,OUT027
NCB43,495.248258024,OUT010
DRE01,5848.53591723,OUT027
FDC46,3054.76839108,OUT018
FDQ23,1569.69481744,OUT045
FDX38,736.893532392,OUT049
FDG60,3661.11347737,OUT018
FDW55,3905.20948204,OUT017
FDP39,785.758601387,OUT013
FDB20,1324.09190572,OUT018
FDV21,2024.96203332,OUT017
FDZ02,1546.517881,OUT013
FDP19,3009.3825825,OUT027
FDA38,3887.83502761,OUT035
FDH22,2024.96203332,OUT045
DRM11,4081.75950579,OUT045
FDO12,5741.82390199,OUT027
FDT14,2010.25626466,OUT049
FDW34,566.958099625,OUT010
FDG04,5159.38276108,OUT027
FDW59,1450.24429663,OUT018
FDR33,1579.1923584,OUT018
FDP32,2027.86158116,OUT013
FDL13,5848.53591723,OUT027
FDD22,1933.09563489,OUT013
FDV40,1404.36268333,OUT027
NCD55,670.157448085,OUT046
FDQ20,128.974790356,OUT010
FDD28,920.118518252,OUT045
FDC39,3685.43178721,OUT045
NCR17,1952.43588186,OUT049
DRO35,1947.17547682,OUT018
FDF40,3992.58010592,OUT049
FDR31,2476.42514091,OUT018
NCQ41,3058.73633799,OUT017
FDP38,736.893532392,OUT046
NCU54,5848.53591723,OUT027
FDG22,659.67236522,OUT018
DRK59,3819.04991189,OUT013
FDC37,1569.69481744,OUT046
NCO42,2483.87106785,OUT013
NCT42,2486.7375554,OUT017
FDX27,1533.62094161,OUT035
FDV40,1105.45383601,OUT018
FDT45,1252.08670067,OUT027
FDS47,211.972266367,OUT019
FDR45,3893.82364804,OUT035
FDB03,3880.00556856,OUT045
FDO49,822.83581625,OUT035
FDU60,4267.95610119,OUT027
FDB26,776.672619022,OUT018
FDB46,3678.1216507,OUT017
FDQ37,513.451739681,OUT019
FDN03,3993.22409821,OUT017
NCX30,4005.28250863,OUT045
FDK32,366.982974515,OUT019
DRM47,3058.73633799,OUT013
NCO02,1119.16760308,OUT046
FDP04,1207.41675772,OUT013
NCO43,1557.39657409,OUT049
FDD59,1471.54905194,OUT013
FDQ10,2858.66234463,OUT017
FDW45,2483.87106785,OUT035
NCK30,4039.50295591,OUT049
FDU31,3484.27952423,OUT018
NCQ17,367.35848883,OUT019
FDN01,2860.87493646,OUT017
FDZ19,2860.87493646,OUT049
DRG37,2504.32813769,OUT017
FDE32,665.742829818,OUT045
FDO34,2695.72598975,OUT049
FDM04,128.974790356,OUT019
FDZ25,2847.35669734,OUT049
FDU08,1541.4172921,OUT049
NCW30,4078.766002,OUT045
NCM18,1144.02586654,OUT013
FDS22,670.157448085,OUT035
NCH18,3880.9515858,OUT017
FDC23,2892.92464513,OUT013
FDY46,3057.48526964,OUT013
NCU06,3804.9083013,OUT046
FDX57,1541.4172921,OUT045
FDX36,5848.53591723,OUT027
FDL16,731.351276866,OUT045
FDT16,568.730749522,OUT010
FDN16,1569.69481744,OUT018
FDC03,3058.73633799,OUT046
DRF60,3882.41656021,OUT013
FDS27,5741.82390199,OUT027
FDP33,570.782646905,OUT010
FDJ36,1557.39657409,OUT018
NCR42,712.103435541,OUT013
FDV14,1443.31909661,OUT017
NCP42,3058.73633799,OUT035
FDB50,2012.05049932,OUT027
NCC30,4539.32550424,OUT027
FDA23,1564.70977859,OUT018
FDW16,1502.7574871,OUT017
FDQ52,571.063773957,OUT010
FDB58,2204.35661542,OUT049
NCP29,1069.61753831,OUT049
NCM05,4070.44459977,OUT045
FDO25,3671.18804609,OUT013
NCM54,2027.86158116,OUT046
NCL54,2859.13817535,OUT046
FDL39,455.531931063,OUT010
FDF53,2970.50934956,OUT018
NCQ42,2027.86158116,OUT035
FDF58,1187.84841322,OUT013
FDZ04,1058.98365048,OUT035
FDE26,297.218573095,OUT019
FDS60,2955.79873247,OUT017
FDV58,3061.53311852,OUT017
FDM04,766.855753592,OUT045
FDE08,2483.87106785,OUT035
NCB43,3057.48526964,OUT049
FDU11,269.543771568,OUT010
FDF22,565.265459826,OUT019
FDE24,2047.52849332,OUT013
DRJ49,2027.86158116,OUT046
NCQ53,3850.74620298,OUT035
NCL41,712.103435541,OUT013
FDR22,1647.22507307,OUT013
FDH04,1522.25713241,OUT035
DRH15,670.982653131,OUT045
FDY40,733.876749363,OUT049
NCI17,1541.4172921,OUT035
NCC18,2859.62386811,OUT013
FDY28,5848.53591723,OUT027
FDB45,2850.21343834,OUT027
NCL30,2027.86158116,OUT018
FDM10,3678.1216507,OUT017
FDH22,3009.3825825,OUT027
NCZ53,3058.73633799,OUT017
NCI18,3754.10932146,OUT013
FDH14,3022.22952101,OUT027
FDR36,1014.2387712,OUT027
FDW01,2491.37455671,OUT045
FDK02,2935.44018005,OUT027
FDJ02,2483.87106785,OUT018
FDU55,4072.08454992,OUT013
NCV18,2473.32330182,OUT027
FDH14,2030.79542798,OUT018
FDZ37,1481.93953038,OUT045
FDX49,3807.40448205,OUT049
NCD43,1569.69481744,OUT046
FDZ07,1144.02586654,OUT013
FDK43,2024.96203332,OUT035
FDR32,3617.53884114,OUT018
FDT39,2491.37455671,OUT013
NCV54,2010.25626466,OUT017
FDF38,664.086983487,OUT018
FDV60,3061.53311852,OUT046
FDH44,4055.28840061,OUT027
FDS21,1052.22874089,OUT046
NCL41,665.742829818,OUT045
FDM46,1535.51291849,OUT017
FDU27,736.893532392,OUT045
NCJ54,3822.58983447,OUT017
DRG51,2598.40440428,OUT018
NCA29,386.116826923,OUT019
FDR47,3057.48526964,OUT045
NCL19,3022.22952101,OUT027
DRG01,1193.7582052,OUT049
FDG10,950.068429415,OUT046
NCV05,2494.14917616,OUT049
NCH18,569.144702691,OUT019
FDV14,1456.16982154,OUT018
DRJ23,3057.48526964,OUT035
DRJ11,3058.73633799,OUT046
FDZ03,3058.73633799,OUT017
FDI27,128.974790356,OUT010
FDJ14,1401.83381386,OUT018
FDU32,2010.25626466,OUT017
FDD47,4267.95610119,OUT027
DRF36,3058.73633799,OUT035
FDM21,4063.01070987,OUT046
FDV10,664.912188533,OUT018
FDH60,3054.76839108,OUT018
FDX47,370.056245975,OUT010
FDT19,420.912701347,OUT019
FDO11,4003.24394835,OUT045
FDH24,4205.34928408,OUT027
FDL02,1571.9664195,OUT018
FDB02,2860.87493646,OUT049
FDA43,3061.19498399,OUT046
FDG52,730.096869231,OUT045
DRC12,3057.48526964,OUT013
FDY37,2050.46781414,OUT018
NCU18,2047.52849332,OUT045
FDU09,917.327442919,OUT035
DRJ25,1063.58331559,OUT027
DRE12,1927.50044842,OUT018
DRL47,2024.96203332,OUT017
DRK01,1541.4172921,OUT046
FDC22,510.295657747,OUT019
FDG44,946.141220523,OUT013
FDW04,2027.86158116,OUT035
FDK09,3785.05998107,OUT049
NCN43,2015.94812621,OUT035
FDG04,3058.73633799,OUT049
FDH32,224.641566236,OUT010
DRI47,2483.87106785,OUT017
DRE15,1258.22438526,OUT013
FDY11,1066.67600492,OUT035
FDO60,681.997663177,OUT049
FDQ20,664.086983487,OUT018
FDO57,4246.19695411,OUT027
FDT14,275.796935478,OUT019
FDA57,670.157448085,OUT049
DRN35,659.67236522,OUT017
FDJ03,740.859458084,OUT046
FDX28,1557.39657409,OUT017
DRE25,1513.15085305,OUT045
FDR09,4061.93838407,OUT046
FDB23,3807.1431626,OUT035
FDO08,2569.25149865,OUT045
FDQ23,1557.39657409,OUT049
FDW04,2027.86158116,OUT013
DRK13,551.200990806,OUT010
NCL17,3022.22952101,OUT027
FDY21,3058.73633799,OUT035
FDJ38,5166.76028594,OUT027
FDA37,283.598474713,OUT019
FDV43,728.3582689,OUT013
FDL36,1522.25713241,OUT046
FDD53,670.157448085,OUT045
FDZ19,427.654075152,OUT010
FDV21,2024.96203332,OUT045
NCL54,2858.15805789,OUT018
DRI47,4007.24990657,OUT027
DRG03,2504.32813769,OUT049
FDG21,2483.87106785,OUT013
FDW03,1569.69481744,OUT018
NCI55,2015.94812621,OUT046
DRC36,424.442787841,OUT019
FDH22,2027.86158116,OUT017
FDV20,2027.86158116,OUT045
NCU41,5722.74012305,OUT027
FDN46,2850.21343834,OUT027
FDK50,2569.25149865,OUT045
NCA05,4055.28840061,OUT027
DRH01,2856.90698955,OUT018
FDT08,2483.87106785,OUT018
FDM08,3580.99735977,OUT018
FDZ07,1006.75870304,OUT035
FDS22,722.586104879,OUT017
FDV35,4132.26067508,OUT027
FDI28,164.050007203,OUT010
FDW58,2891.63559489,OUT027
FDT52,3896.09020248,OUT045
FDY34,2573.28857635,OUT046
FDR10,2558.06456654,OUT046
FDK57,2010.25626466,OUT017
FDR02,2910.60693581,OUT027
FDX49,3811.99555136,OUT046
FDQ20,670.157448085,OUT046
DRK23,4008.56938735,OUT045
NCW06,3057.48526964,OUT046
FDR31,2483.87106785,OUT017
NCE43,2757.04385478,OUT013
DRO59,2003.18620236,OUT027
FDN09,3898.84062711,OUT049
FDR11,2561.86272081,OUT046
FDO57,2570.45907632,OUT013
NCX18,3062.78418687,OUT017
FDB05,3793.44271062,OUT018
FDQ08,1017.26856691,OUT018
NCG43,1535.51291849,OUT035
FDJ56,1567.32718083,OUT013
FDA13,128.974790356,OUT010
FDO56,1947.17547682,OUT017
FDB37,3690.92808391,OUT018
FDZ02,1541.4172921,OUT018
FDQ24,4007.63903308,OUT046
FDM16,1237.36495069,OUT013
FDU35,1541.4172921,OUT049
FDT35,2753.33414043,OUT035
NCX30,3890.89223148,OUT049
FDG04,3058.73633799,OUT017
FDI12,1443.31909661,OUT035
FDE35,998.443000614,OUT035
NCP14,2853.02771454,OUT027
NCY53,1637.72035197,OUT045
FDP49,915.888359523,OUT017
FDQ04,664.086983487,OUT017
FDM39,2951.38595195,OUT035
FDO58,380.908317042,OUT019
FDC56,1985.98609235,OUT017
NCQ54,2676.41064454,OUT046
FDV10,1013.41356616,OUT027
NCK17,670.157448085,OUT046
NCF55,1008.99894789,OUT027
